symbol,protons,neutrons,halflife
Ir,77,94,3.2
Ir,77,95,4.4
Ir,77,96,9
Ir,77,97,7.9
Ir,77,98,9
Ir,77,99,8.7
Ir,77,100,30
Ir,77,101,12
Ir,77,102,79
Ir,77,103,90
Ir,77,104,294
Ir,77,105,900
Ir,77,106,3420
Ir,77,107,11124
Ir,77,108,51840
Ir,77,109,59904
Ir,77,110,37800
Ir,77,111,149400
Ir,77,112,1140480
Ir,77,113,1017792
Ir,77,114,infinity
Ir,77,115,7.605E9
Ir,77,116,infinity
Ir,77,117,171D11
Ir,77,118,13680
Ir,77,119,1.40H0.02
Ir,77,120,534
Ir,77,121,8
Ir,77,122,6
Ir,77,123,3E-7
Ir,77,124,3E-7
Ir,77,125,11
Ir,77,126,3E-7
Pt,78,88,3E-4
Pt,78,89,9E-4
Pt,78,90,0.00202
Pt,78,91,0.007
Pt,78,92,0.0138
Pt,78,93,0.0455
Pt,78,94,0.0976
Pt,78,95,0.382
Pt,78,96,0.889
Pt,78,97,2.53
Pt,78,98,6.33
Pt,78,99,10.6
Pt,78,100,20.7
Pt,78,101,21.2
Pt,78,102,56
Pt,78,103,52
Pt,78,104,160.2
Pt,78,105,390
Pt,78,106,1038
Pt,78,107,4254
Pt,78,108,7488
Pt,78,109,8460
Pt,78,110,881279.1
Pt,78,111,39132
Pt,78,112,2.0512E19
Pt,78,113,244512
Pt,78,114,infinity
Pt,78,115,1.578E9
Pt,78,116,infinity
Pt,78,117,infinity
Pt,78,118,infinity
Pt,78,119,71609.4
Pt,78,120,infinity
Pt,78,121,1848
Pt,78,122,45360
Pt,78,123,150
Pt,78,124,158400
Pt,78,125,10
Pt,78,126,10.3
Pt,78,127,3E-7
Au,79,91,6.17E-4
Au,79,92,0.00102
Au,79,93,0.022
Au,79,94,0.025
Au,79,95,0.139
Au,79,96,0.156
Au,79,97,1.36
Au,79,98,1.53
Au,79,99,2.6
Au,79,100,7.1
Au,79,101,8.1
Au,79,102,13.7
Au,79,103,15.5
Au,79,104,42.8
Au,79,105,47.6
Au,79,106,408
Au,79,107,642
Au,79,108,498
Au,79,109,530.4
Au,79,110,1722
Au,79,111,2568
Au,79,112,11448
Au,79,113,17784
Au,79,114,63539.1
Au,79,115,136872
Au,79,116,1.608E7
Au,79,117,532820.16
Au,79,118,infinity
Au,79,119,232830.72
Au,79,120,271209.6
Au,79,121,67320
Au,79,122,1560
Au,79,123,28.4
Au,79,124,60
Au,79,125,39.8
Au,79,126,32.5
Au,79,127,3E-7
Au,79,128,3E-7
Au,79,129,3E-7
Au,79,130,3E-7
Au,79,131,3E-7
Hg,80,91,5.9E-5
Hg,80,92,2.31E-4
Hg,80,93,6E-4
Hg,80,94,0.0021
Hg,80,95,0.0106
Hg,80,96,0.0203
Hg,80,97,0.118
Hg,80,98,0.267
Hg,80,99,1.05
Hg,80,100,2.58
Hg,80,101,3.6
Hg,80,102,10.83
Hg,80,103,9.4
Hg,80,104,30.87
Hg,80,105,49.1
Hg,80,106,82.8
Hg,80,107,144
Hg,80,108,195
Hg,80,109,516
Hg,80,110,1200
Hg,80,111,3048
Hg,80,112,17460
Hg,80,113,42480
Hg,80,114,1.401E10
Hg,80,115,149760
Hg,80,116,infinity
Hg,80,117,230904
Hg,80,118,infinity
Hg,80,119,infinity
Hg,80,120,infinity
Hg,80,121,infinity
Hg,80,122,infinity
Hg,80,123,4025721.6
Hg,80,124,infinity
Hg,80,125,308.4
Hg,80,126,499.2
Hg,80,127,174
Hg,80,128,2460
Hg,80,129,35
Hg,80,130,3E-7
Hg,80,131,3E-7
Hg,80,132,3E-7
Hg,80,133,3E-7
Hg,80,134,3E-7
Hg,80,135,3E-7
Hg,80,136,3E-7
Tl,81,95,8
Tl,81,96,0.018
Tl,81,97,0.254
Tl,81,98,0.23
Tl,81,99,1.09
Tl,81,100,3.2
Tl,81,101,3.1
Tl,81,102,6.9
Tl,81,103,10.1
Tl,81,104,19.5
Tl,81,105,27.5
Tl,81,106,51
Tl,81,107,71
Tl,81,108,138
Tl,81,109,222
Tl,81,110,313.2
Tl,81,111,648
Tl,81,112,1296
Tl,81,113,1980
Tl,81,114,4176
Tl,81,115,6624
Tl,81,116,10224
Tl,81,117,19080
Tl,81,118,26712
Tl,81,119,93960
Tl,81,120,262837.44
Tl,81,121,1063584
Tl,81,122,infinity
Tl,81,123,1.194E8
Tl,81,124,infinity
Tl,81,125,252.12
Tl,81,126,286.2
Tl,81,127,183.18
Tl,81,128,129.66
Tl,81,129,78
Tl,81,130,3E-7
Tl,81,131,3E-7
Tl,81,133,3E-7
Tl,81,134,3E-7
Tl,81,135,3E-7
Tl,81,136,3E-7
Pb,82,96,1.2E-4
Pb,82,97,0.0035
Pb,82,98,0.0042
Pb,82,99,0.045
Pb,82,100,0.055
Pb,82,101,0.535
Pb,82,102,0.49
Pb,82,103,6.3
Pb,82,104,4.82
Pb,82,105,18.3
Pb,82,106,25.1
Pb,82,107,50
Pb,82,108,71
Pb,82,109,130.8
Pb,82,110,210
Pb,82,111,348
Pb,82,112,642
Pb,82,113,900
Pb,82,114,2220
Pb,82,115,2574
Pb,82,116,8640
Pb,82,117,5400
Pb,82,118,77400
Pb,82,119,33588
Pb,82,120,1.657E12
Pb,82,121,186912
Pb,82,122,4.418E24
Pb,82,123,5.459E14
Pb,82,124,infinity
Pb,82,125,infinity
Pb,82,126,infinity
Pb,82,127,11710.8
Pb,82,128,7.00579E8
Pb,82,129,2166
Pb,82,130,38304
Pb,82,131,612
Pb,82,132,1608
Pb,82,133,147
Pb,82,134,3E-7
Pb,82,135,3E-7
Pb,82,136,3E-7
Pb,82,137,3E-7
Pb,82,138,3E-7
Bi,83,101,0.013
Bi,83,102,5.8E-5
Bi,83,103,0.0098
Bi,83,104,0.037
Bi,83,105,0.265
Bi,83,106,0.674
Bi,83,107,6.3
Bi,83,108,12.4
Bi,83,109,39.6
Bi,83,110,63.6
Bi,83,111,125
Bi,83,112,183
Bi,83,113,308
Bi,83,114,559.8
Bi,83,115,696
Bi,83,116,1620
Bi,83,117,2184
Bi,83,118,6180
Bi,83,119,6156
Bi,83,120,42336
Bi,83,121,40392
Bi,83,122,1322784
Bi,83,123,539395.2
Bi,83,124,9.956E8
Bi,83,125,1.161E13
Bi,83,126,infinity
Bi,83,127,9.594E13
Bi,83,128,128.4
Bi,83,129,3633
Bi,83,130,2735.4
Bi,83,131,1194
Bi,83,132,456
Bi,83,133,396
Bi,83,134,98.5
Bi,83,135,33
Bi,83,136,3E-7
Bi,83,137,3E-7
Bi,83,138,3E-7
Bi,83,139,3E-7
Bi,83,140,3E-7
Bi,83,141,3E-7
Po,84,103,1.40E-3
Po,84,104,2.75E-4
Po,84,105,0.0035
Po,84,106,0.00246
Po,84,107,0.093
Po,84,108,0.0322
Po,84,109,0.37
Po,84,110,0.392
Po,84,111,4.64
Po,84,112,5.8
Po,84,113,84
Po,84,114,106.2
Po,84,115,328.2
Po,84,116,690.6
Po,84,117,936
Po,84,118,2676
Po,84,119,2202
Po,84,120,12668.4
Po,84,121,6264
Po,84,122,760320
Po,84,123,20880
Po,84,124,9.145E7
Po,84,125,3.219E9
Po,84,126,1.196E7
Po,84,127,25.2
Po,84,128,45.1
Po,84,129,3.72E-6
Po,84,130,1.643E-4
Po,84,131,0.00178
Po,84,132,0.145
Po,84,133,1.53
Po,84,134,185.88
Po,84,135,3E-7
Po,84,136,3E-7
Po,84,137,112
Po,84,138,550
Po,84,139,3E-7
Po,84,140,3E-7
Po,84,141,3E-7
Po,84,142,3E-7
Po,84,143,3E-7
At,85,106,0.0021
At,85,107,8.8E-2
At,85,108,0.028
At,85,109,0.31
At,85,110,0.328
At,85,111,0.388
At,85,112,2
At,85,113,3.8
At,85,114,7.03
At,85,115,47
At,85,116,85.2
At,85,117,182
At,85,118,444
At,85,119,547.2
At,85,120,1614
At,85,121,1836
At,85,122,6516
At,85,123,5868
At,85,124,19476
At,85,125,29160
At,85,126,25970.4
At,85,127,0.314
At,85,128,1.25E-7
At,85,129,5.58E-7
At,85,130,1E-4
At,85,131,3E-4
At,85,132,0.0323
At,85,133,1.5
At,85,134,56
At,85,135,222.6
At,85,136,138
At,85,137,54
At,85,138,50
At,85,140,3E-7
At,85,141,3E-7
At,85,142,3E-7
At,85,143,3E-7
At,85,144,3E-7
Rn,86,107,0.00115
Rn,86,108,7.8E-4
Rn,86,109,0.006
Rn,86,110,0.0044
Rn,86,111,0.053
Rn,86,112,0.065
Rn,86,113,0.59
Rn,86,114,1.03
Rn,86,115,7
Rn,86,116,9.7
Rn,86,117,44
Rn,86,118,74.5
Rn,86,119,170
Rn,86,120,340.2
Rn,86,121,555
Rn,86,122,1461
Rn,86,123,1710
Rn,86,124,8640
Rn,86,125,52560
Rn,86,126,1434
Rn,86,127,0.0195
Rn,86,128,2.7E-7
Rn,86,129,2.3E-6
Rn,86,130,4.5E-5
Rn,86,131,5.4E-4
Rn,86,132,0.035
Rn,86,133,3.96
Rn,86,134,55.6
Rn,86,135,1500
Rn,86,136,330350.4
Rn,86,137,1458
Rn,86,138,6420
Rn,86,139,279.6
Rn,86,140,444
Rn,86,141,20.8
Rn,86,142,65
Rn,86,143,12
Rn,86,144,3E-7
Rn,86,145,3E-7
Fr,87,112,0.012
Fr,87,113,0.049
Fr,87,114,0.062
Fr,87,115,0.3
Fr,87,116,0.55
Fr,87,117,1.8
Fr,87,118,3.97
Fr,87,119,16
Fr,87,120,14.8
Fr,87,121,59.1
Fr,87,122,50.5
Fr,87,123,190.8
Fr,87,124,186
Fr,87,125,1200
Fr,87,126,34.82
Fr,87,127,0.005
Fr,87,128,8.6E-8
Fr,87,129,7E-7
Fr,87,130,1.9E-5
Fr,87,131,0.022
Fr,87,132,0.02
Fr,87,133,27.4
Fr,87,134,286.1
Fr,87,135,852
Fr,87,136,1320
Fr,87,137,199.8
Fr,87,138,237
Fr,87,139,49
Fr,87,140,148.2
Fr,87,141,38
Fr,87,142,50.2
Fr,87,143,19.1
Fr,87,144,17.6
Fr,87,145,5.5
Fr,87,146,3E-7
Ra,88,113,0.0016
Ra,88,114,0.016
Ra,88,115,0.031
Ra,88,116,0.057
Ra,88,117,0.21
Ra,88,118,0.24
Ra,88,119,1.35
Ra,88,120,1.3
Ra,88,121,4.6
Ra,88,122,3.7
Ra,88,123,13
Ra,88,124,13
Ra,88,125,163.8
Ra,88,126,2.46
Ra,88,127,0.00155
Ra,88,128,1.82E-7
Ra,88,129,1.6E-6
Ra,88,130,2.52E-5
Ra,88,131,0.01
Ra,88,132,0.018
Ra,88,133,28
Ra,88,134,38
Ra,88,135,987552
Ra,88,136,313796.16
Ra,88,137,1287360
Ra,88,138,5.0492E10
Ra,88,139,2532
Ra,88,140,1.815E8
Ra,88,141,240
Ra,88,142,5580
Ra,88,143,104.1
Ra,88,144,252
Ra,88,145,30
Ra,88,146,30
Ac,89,117,0.033
Ac,89,118,0.027
Ac,89,119,0.095
Ac,89,120,0.1
Ac,89,121,0.35
Ac,89,122,0.21
Ac,89,123,0.93
Ac,89,124,0.738
Ac,89,125,8.2
Ac,89,126,0.17
Ac,89,127,4.41E-4
Ac,89,128,6.9E-8
Ac,89,129,1.08E-6
Ac,89,130,1.18E-5
Ac,89,131,0.0264
Ac,89,132,0.052
Ac,89,133,63
Ac,89,134,126
Ac,89,135,10008
Ac,89,136,864000
Ac,89,137,105732
Ac,89,138,6.871E8
Ac,89,139,22140
Ac,89,140,3762
Ac,89,141,122
Ac,89,142,450
Ac,89,143,119
Ac,89,144,145
Ac,89,145,44
Ac,89,146,60
Ac,89,147,120
Th,90,118,0.0017
Th,90,119,0.0025
Th,90,120,0.016
Th,90,121,0.04
Th,90,122,0.0317
Th,90,123,0.144
Th,90,124,0.087
Th,90,125,1.2
Th,90,126,0.026
Th,90,127,2.41E-4
Th,90,128,1.17E-7
Th,90,129,1.05E-6
Th,90,130,9.7E-6
Th,90,131,0.00168
Th,90,132,0.0028
Th,90,133,0.6
Th,90,134,0.81
Th,90,135,525
Th,90,136,1834.2
Th,90,137,1613952
Th,90,138,6.0326E7
Th,90,139,2.503E11
Th,90,140,2.379E12
Th,90,141,91872
Th,90,142,4.418E17
Th,90,143,1309.8
Th,90,144,2082240
Th,90,145,432
Th,90,146,2238
Th,90,147,282
Th,90,148,564
Pa,91,121,0.0051
Pa,91,122,0.0053
Pa,91,123,0.017
Pa,91,124,0.014
Pa,91,125,0.15
Pa,91,126,0.0036
Pa,91,127,1.13E-4
Pa,91,128,5.3E-8
Pa,91,129,7.8E-7
Pa,91,130,5.9E-6
Pa,91,131,0.0029
Pa,91,132,0.0051
Pa,91,133,0.85
Pa,91,134,1.7
Pa,91,135,108
Pa,91,136,2298
Pa,91,137,80640
Pa,91,138,129600
Pa,91,139,1503359.1
Pa,91,140,1.0338E12
Pa,91,141,114048
Pa,91,142,2330640
Pa,91,143,24120
Pa,91,144,1466.4
Pa,91,145,546
Pa,91,146,522
Pa,91,147,136.2
Pa,91,148,6480
U,92,125,0.016
U,92,126,5.6E-4
U,92,127,4.2E-5
U,92,128,6E-5
U,92,129,7E-7
U,92,130,1E-6
U,92,131,1.8E-5
U,92,132,9E-4
U,92,133,0.095
U,92,134,0.35
U,92,135,66
U,92,136,546
U,92,137,3480
U,92,138,1797120
U,92,139,362880
U,92,140,2.174E9
U,92,141,5.024E12
U,92,142,7.747E12
U,92,143,2.222E16
U,92,144,7.391E14
U,92,145,583200
U,92,146,1.41E17
U,92,147,1407
U,92,148,50760
U,92,149,300
U,92,150,1008
Np,93,133,0.035
Np,93,134,0.51
Np,93,135,61.4
Np,93,136,240
Np,93,137,276
Np,93,138,2928
Np,93,139,882
Np,93,140,2172
Np,93,141,380160
Np,93,142,3.422E7
Np,93,143,4.828E12
Np,93,144,6.766E13
Np,93,145,182908.8
Np,93,146,203558.4
Np,93,147,3714
Np,93,148,834
Np,93,149,330
Np,93,150,111
Np,93,151,137.4
Pu,94,134,1.1
Pu,94,135,67
Pu,94,136,102
Pu,94,137,516
Pu,94,138,2027.1
Pu,94,139,1254
Pu,94,140,31680
Pu,94,141,1518
Pu,94,142,9.0192E7
Pu,94,143,3943296
Pu,94,144,2.768E9
Pu,94,145,7.609E11
Pu,94,146,2.0705E11
Pu,94,147,4.521E8
Pu,94,148,1.183E13
Pu,94,149,17841.6
Pu,94,150,2.525E15
Pu,94,151,37800
Pu,94,152,936576
Pu,94,153,196128
Am,95,135,17
Am,95,136,30
Am,95,137,79
Am,95,138,192
Am,95,139,139.2
Am,95,140,618
Am,95,141,216
Am,95,142,4416
Am,95,143,5880
Am,95,144,42840
Am,95,145,182880
Am,95,146,1.365E10
Am,95,147,4.45E9
Am,95,148,2.326E11
Am,95,149,36360
Am,95,150,7379.1
Am,95,151,2340
Am,95,152,1380
Am,95,153,600
Cm,96,137,23
Cm,96,138,51
Cm,96,139,300
Cm,96,140,600
Cm,96,141,1200
Cm,96,142,8640
Cm,96,143,10440
Cm,96,144,2332800
Cm,96,145,2833919.1
Cm,96,146,1.407E7
Cm,96,147,9.183E8
Cm,96,148,5.712E8
Cm,96,149,2.658E11
Cm,96,150,1.485E11
Cm,96,151,4.923E14
Cm,96,152,1.0982E13
Cm,96,153,3849
Cm,96,154,2.619E11
Cm,96,155,1008
Cm,96,156,172800
Bk,97,137,140
Bk,97,138,20
Bk,97,139,600
Bk,97,140,60
Bk,97,141,144
Bk,97,143,288
Bk,97,144,276
Bk,97,145,420
Bk,97,146,16200
Bk,97,147,15659.1
Bk,97,148,427680
Bk,97,149,155520
Bk,97,150,4.355E10
Bk,97,151,2.84E8
Bk,97,152,2.851E7
Bk,97,153,11563.2
Bk,97,154,3336
Bk,97,155,108
Bk,97,156,600
Bk,97,157,60
Cf,98,139,0.8
Cf,98,140,0.021
Cf,98,141,39
Cf,98,142,64
Cf,98,143,226.8
Cf,98,144,222
Cf,98,145,642
Cf,98,146,1164
Cf,98,147,2700
Cf,98,148,128520
Cf,98,149,11196
Cf,98,150,2.881E7
Cf,98,151,1.108E10
Cf,98,152,4.128E8
Cf,98,153,2.834E10
Cf,98,154,8.347E7
Cf,98,155,1538784
Cf,98,156,5227200
Cf,98,157,5100
Cf,98,158,738
Es,99,142,8
Es,99,143,17.8
Es,99,144,23
Es,99,145,37
Es,99,146,66
Es,99,147,450
Es,99,148,5.4E7
Es,99,149,1620
Es,99,150,6132
Es,99,151,30960
Es,99,152,118800
Es,99,153,4.0755E7
Es,99,154,1768608
Es,99,155,2.382E7
Es,99,156,3438719.1
Es,99,157,27360
Es,99,158,665280
Fm,100,141,7.3E-4
Fm,100,142,4E-6
Fm,100,143,0.231
Fm,100,144,0.00312
Fm,100,145,4.2
Fm,100,146,1.54
Fm,100,147,31
Fm,100,148,36
Fm,100,149,156
Fm,100,150,1800
Fm,100,151,19080
Fm,100,152,91404
Fm,100,153,259200
Fm,100,154,11664
Fm,100,155,72252
Fm,100,156,9456
Fm,100,157,8683200
Fm,100,158,3.7E-4
Fm,100,159,1.5
Fm,100,160,0.004
Md,101,144,0.35
Md,101,145,0.9
Md,101,146,1.2
Md,101,147,13
Md,101,148,21.7
Md,101,149,25
Md,101,150,258
Md,101,151,138
Md,101,152,360
Md,101,153,1680
Md,101,154,1620
Md,101,155,4620
Md,101,156,19872
Md,101,157,4449600
Md,101,158,5760
Md,101,159,2747520
Md,101,160,2400
Md,101,161,180
No,102,146,2E-6
No,102,148,4.2E-6
No,102,149,1.02
No,102,150,2.47
No,102,151,97.2
No,102,152,51
No,102,153,211.2
No,102,154,2.91
No,102,155,25
No,102,156,0.0012
No,102,157,3480
No,102,158,0.106
No,102,160,0.005
Lr,103,149,0.27
Lr,103,150,1.49
Lr,103,151,18.4
Lr,103,152,31.1
Lr,103,153,27
Lr,103,154,4
Lr,103,155,4.1
Lr,103,156,6.2
Lr,103,157,180
Lr,103,158,2340
Lr,103,159,14400
Rf,104,149,4.8E-5
Rf,104,150,2.3E-5
Rf,104,151,2.3
Rf,104,152,0.0064
Rf,104,153,4.7
Rf,104,154,0.0147
Rf,104,155,3.2
Rf,104,156,0.021
Rf,104,157,1.9
Rf,104,158,2.3
Rf,104,159,600
Db,105,150,1.6
Db,105,151,1.9
Db,105,152,1.82
Db,105,153,20
Db,105,154,0.51
Db,105,155,1.52
Db,105,156,1.8
Db,105,157,35
Db,105,158,27
Db,105,161,1200
Db,105,162,4380
Db,105,163,115200
Db,105,165,82800
Sg,106,152,0.0029
Sg,106,153,0.32
Sg,106,154,0.00495
Sg,106,155,0.23
Sg,106,156,0.0069
Sg,106,157,1
Sg,106,158,0.037
Sg,106,159,16.2
Sg,106,160,21
Sg,106,161,1.9E-2
Sg,106,163,35
Sg,106,165,144
Bh,107,153,0.035
Bh,107,154,0.0118
Bh,107,155,0.022
Bh,107,157,0.44
Bh,107,158,0.9
Bh,107,159,1.7
Bh,107,160,17
Bh,107,163,60
Bh,107,165,10
Bh,107,167,54
Hs,108,155,7.4E-4
Hs,108,156,8E-4
Hs,108,157,0.0019
Hs,108,158,0.0023
Hs,108,159,0.8
Hs,108,160,0.4
Hs,108,161,9.7
Hs,108,162,22
Hs,108,167,0.15
Mt,109,157,0.0017
Mt,109,159,0.021
Mt,109,161,0.005
Mt,109,165,0.44
Mt,109,167,0.72
Mt,109,169,8
Ds,110,160,0.006
Ds,110,161,0.069
Ds,110,163,1.7E-4
Ds,110,169,0.18
Ds,110,171,20
Rg,111,161,0.0038
Rg,111,167,0.0042
Rg,111,168,0.17
Rg,111,169,3.6
Rg,111,170,26
Rg,111,171,0.5
Cn,112,170,5E-4
Cn,112,171,4
Cn,112,172,0.101
Cn,112,173,30
Uut,113,169,0.07
Uut,113,171,0.48
Uut,113,172,5.5
Uut,113,173,20
Fl,114,172,0.16
Fl,114,173,0.51
Fl,114,174,0.52
Fl,114,175,2.7
Uup,115,174,0.22
Uup,115,175,0.016
Lv,116,174,0.015
Lv,116,176,0.018
Lv,116,177,0.053
Uus,117,176,0.014
Uus,117,177,0.08
